temp,humidity,windspeed,bike_rent_count
5.74,74,8.9981,220
6.56,80,8.9981,127
9.84,48,11.0014,86
10.66,50,15.0013,82
11.48,45,11.0014,91
11.48,48,16.9979,90
12.3,42,15.0013,99
10.66,56,8.9981,205
9.84,60,7.0015,155
9.84,65,8.9981,103
9.84,65,11.0014,71
9.84,70,11.0014,43
9.84,65,11.0014,46
9.84,70,8.9981,31
9.84,70,11.0014,39
9.84,65,11.0014,18
9.84,75,11.0014,17
9.84,75,11.0014,11
9.02,93,8.9981,8
8.2,100,6.0032,9
8.2,100,0,4
9.02,93,6.0032,4
8.2,100,6.0032,10
8.2,100,6.0032,20
8.2,100,8.9981,34
9.02,100,8.9981,47
9.02,100,11.0014,52
9.02,100,11.0014,72
9.02,100,0,55
9.02,100,0,60
9.02,100,8.9981,71
9.84,100,19.0012,78
11.48,93,30.0026,83
11.48,93,30.0026,84
10.66,100,12.998,56
10.66,93,8.9981,45
10.66,93,15.0013,59
10.66,65,27.9993,44
10.66,60,22.0028,20
10.66,60,6.0032,13
10.66,60,23.9994,2
10.66,60,15.0013,1
9.84,65,7.0015,23
12.3,52,16.9979,89
13.12,49,16.9979,117
13.94,46,0,174
13.94,46,0,182
13.94,46,6.0032,161
13.94,46,6.0032,182
13.94,49,7.0015,157
12.3,56,11.0014,78
11.48,61,8.9981,21
11.48,61,7.0015,26
10.66,60,0,27
9.84,65,0,15
9.02,75,0,5
8.2,80,0,3
8.2,86,0,1
8.2,86,0,2
8.2,86,0,10
7.38,93,0,30
7.38,86,0,95
6.56,100,0,230
9.84,75,7.0015,55
12.3,65,6.0032,47
13.12,62,0,66
14.76,57,6.0032,64
14.76,57,6.0032,60
15.58,54,6.0032,50
14.76,57,8.9981,114
13.12,70,11.0014,216
13.94,66,8.9981,175
13.12,70,7.0015,88
13.12,70,0,78
12.3,81,0,25
11.48,87,0,10
11.48,87,0,4
10.66,93,7.0015,2
11.48,93,11.0014,1
10.66,81,22.0028,2
10.66,70,22.0028,39
9.84,65,27.9993,100
9.84,52,32.9975,135
9.02,47,31.0009,50
9.84,38,32.9975,65
9.84,32,30.0026,50
9.02,37,27.9993,64
9.02,35,26.0027,51
9.02,35,35.0008,83
9.02,32,39.0007,176
8.2,32,26.0027,152
6.56,40,31.0009,101
6.56,40,22.0028,56
5.74,33,31.0009,54
4.92,33,23.9994,29
4.92,33,22.0028,12
4.1,36,23.9994,17
4.1,36,15.0013,7
3.28,38,19.0012,3
2.46,45,8.9981,2
2.46,45,7.0015,7
4.1,42,0,199
4.92,39,11.0014,123
5.74,36,0,59
5.74,43,11.0014,41
7.38,40,15.0013,61
7.38,40,16.9979,69
8.2,34,19.9995,58
8.2,34,19.0012,64
8.2,37,16.9979,79
7.38,47,19.9995,170
5.74,86,16.9979,88
5.74,86,11.0014,84
5.74,86,11.0014,83
6.56,80,11.0014,46
5.74,86,12.998,16
5.74,80,8.9981,7
5.74,80,8.9981,3
5.74,59,15.0013,1
4.92,50,15.0013,6
4.92,54,19.0012,26
4.1,50,27.9993,99
4.1,49,22.0028,178
4.92,42,23.9994,122
4.92,42,19.9995,35
5.74,39,23.9994,45
6.56,34,26.0027,69
7.38,29,19.9995,62
8.2,27,19.0012,48
8.2,25,16.9979,50
8.2,27,19.9995,80
7.38,26,12.998,165
6.56,28,8.9981,160
5.74,28,7.0015,112
5.74,31,6.0032,97
5.74,39,0,72
4.92,39,0,51
4.92,42,7.0015,34
4.1,49,7.0015,14
4.1,54,6.0032,7
3.28,63,6.0032,4
4.1,68,0,24
3.28,73,0,74
4.1,74,11.0014,216
4.92,74,15.0013,140
9.02,47,8.9981,64
9.02,47,8.9981,71
9.84,35,12.998,110
12.3,26,16.9979,84
13.12,21,11.0014,74
12.3,28,12.998,125
12.3,24,0,211
11.48,28,0,174
10.66,33,0,101
9.02,55,8.9981,63
8.2,59,8.9981,47
7.38,69,0,53
6.56,69,6.0032,30
5.74,86,0,24
5.74,80,0,15
4.92,80,0,10
4.92,74,6.0032,4
4.92,74,6.0032,1
4.92,93,12.998,2
4.92,80,7.0015,11
5.74,86,8.9981,30
6.56,64,8.9981,43
12.3,28,22.0028,114
12.3,39,31.0009,120
13.94,29,27.9993,174
13.94,29,27.9993,145
13.12,31,35.0008,137
11.48,38,22.0028,64
11.48,38,11.0014,41
10.66,41,15.0013,40
10.66,41,0,51
9.84,44,6.0032,45
9.02,51,8.9981,32
8.2,64,7.0015,39
8.2,59,6.0032,24
8.2,75,6.0032,20
8.2,69,7.0015,12
8.2,69,11.0014,2
8.2,69,8.9981,5
9.02,55,0,3
9.02,64,12.998,12
9.84,60,15.0013,47
12.3,45,22.0028,105
13.12,39,30.0026,112
14.76,32,31.0009,152
15.58,29,23.9994,154
16.4,30,27.9993,161
16.4,30,19.9995,162
17.22,28,22.0028,125
16.4,32,19.9995,95
16.4,35,19.0012,61
16.4,35,22.0028,47
16.4,35,19.9995,36
16.4,35,23.9994,30
15.58,37,23.9994,11
15.58,37,23.9994,7
14.76,40,19.9995,2
13.94,46,15.0013,2
13.12,53,19.0012,2
13.12,53,19.0012,3
13.94,46,19.9995,26
13.94,46,19.9995,98
15.58,40,31.0009,256
16.4,37,26.0027,130
18.04,33,15.0013,55
21.32,23,16.9979,53
22.96,22,30.0026,126
23.78,19,26.0027,120
24.6,15,32.9975,90
22.96,21,43.9989,90
21.32,27,31.0009,118
18.86,33,40.9973,243
16.4,40,40.9973,205
15.58,43,32.9975,98
14.76,46,31.0009,70
14.76,50,35.0008,43
13.94,46,43.9989,45
13.12,49,32.9975,20
12.3,49,27.9993,19
11.48,41,46.0022,3
9.02,32,31.0009,4
8.2,32,22.0028,30
8.2,32,23.9994,105
8.2,32,23.9994,223
9.02,29,30.0026,110
9.84,27,19.0012,52
10.66,25,16.9979,57
11.48,24,16.9979,71
13.12,21,15.0013,82
13.94,19,15.0013,79
13.94,19,11.0014,85
13.94,19,16.9979,98
13.12,22,15.0013,206
12.3,22,8.9981,212
11.48,26,8.9981,145
10.66,33,7.0015,101
9.84,52,0,66
9.84,44,0,41
9.02,44,6.0032,20
9.02,41,6.0032,15
8.2,44,6.0032,9
8.2,51,12.998,1
8.2,47,12.998,5
8.2,55,15.0013,33
8.2,55,15.0013,108
9.02,55,11.0014,230
9.84,52,19.0012,124
10.66,41,26.0027,69
13.94,34,19.9995,66
15.58,32,22.0028,86
18.86,28,27.9993,82
18.86,28,27.9993,117
18.86,31,26.0027,122
18.86,28,19.0012,255
16.4,40,15.0013,222
14.76,46,12.998,92
13.94,53,12.998,73
15.58,40,15.0013,33
13.94,53,12.998,17
13.94,53,15.0013,6
13.94,53,12.998,4
13.12,57,12.998,4
13.12,66,6.0032,12
12.3,70,8.9981,47
13.12,57,7.0015,126
14.76,57,12.998,179
15.58,54,12.998,88
18.04,44,16.9979,90
19.68,41,15.0013,101
22.14,34,15.0013,123
24.6,31,15.0013,81
24.6,28,16.9979,106
22.96,35,19.9995,146
23.78,32,19.9995,274
22.14,42,19.0012,222
19.68,55,22.0028,175
19.68,59,22.0028,139
21.32,55,26.0027,124
20.5,59,19.0012,76
18.86,67,19.9995,44
18.04,72,15.0013,8
18.04,72,19.0012,7
18.86,67,16.9979,8
18.86,67,16.9979,1
18.86,67,7.0015,7
18.04,72,11.0014,50
17.22,77,15.0013,116
17.22,77,12.998,272
17.22,77,12.998,169
18.04,72,15.0013,95
27.06,36,19.9995,191
27.06,36,22.0028,172
27.06,36,19.0012,232
27.06,34,23.9994,327
26.24,33,22.0028,224
25.42,29,39.0007,162
24.6,31,12.998,124
23.78,21,32.9975,72
22.14,10,16.9979,107
21.32,8,19.0012,77
19.68,12,32.9975,29
18.86,14,27.9993,31
18.04,13,26.0027,17
17.22,14,19.9995,7
16.4,15,22.0028,3
16.4,15,22.0028,3
16.4,17,27.9993,6
15.58,17,35.0008,22
15.58,17,39.0007,45
16.4,16,43.9989,55
17.22,16,39.0007,106
18.04,16,39.0007,123
18.04,18,32.9975,119
18.04,16,40.9973,155
18.86,15,43.9989,196
18.04,16,50.0021,171
18.04,16,43.0006,120
17.22,19,40.9973,127
14.76,25,30.0026,88
13.94,29,23.9994,59
13.12,28,35.0008,47
13.12,26,36.9974,33
12.3,28,32.9975,44
11.48,33,30.0026,29
10.66,70,23.9994,3
9.84,65,26.0027,4
9.02,69,19.0012,2
9.02,69,16.9979,1
8.2,64,19.0012,2
8.2,59,19.9995,46
8.2,59,22.0028,107
8.2,59,26.0027,214
9.02,55,27.9993,124
9.84,52,19.0012,68
11.48,45,16.9979,56
12.3,39,8.9981,86
13.12,39,0,78
13.12,36,8.9981,79
13.94,34,0,64
13.94,34,6.0032,102
13.94,34,6.0032,242
13.12,39,12.998,224
12.3,49,8.9981,119
12.3,61,6.0032,88
10.66,56,0,63
9.84,62,7.0015,47
9.84,65,15.0013,25
9.02,69,11.0014,8
9.02,69,12.998,4
9.02,69,12.998,2
9.02,69,19.0012,4
8.2,75,8.9981,1
9.02,69,15.0013,5
9.02,55,16.9979,40
9.02,64,16.9979,110
9.84,65,19.0012,256
11.48,56,19.9995,148
13.12,49,19.0012,76
13.94,53,22.0028,73
16.4,43,12.998,82
20.5,25,0,125
21.32,23,19.9995,96
22.14,19,27.9993,110
22.14,19,22.0028,139
20.5,23,19.0012,268
18.86,23,32.9975,201
16.4,28,35.0008,150
14.76,29,27.9993,95
13.94,29,31.0009,71
10.66,30,35.0008,22
9.84,30,31.0009,13
9.84,30,31.0009,1
8.2,27,31.0009,3
8.2,27,31.0009,1
6.56,31,32.9975,1
5.74,33,19.9995,8
5.74,33,19.9995,35
4.92,42,27.9993,111
5.74,39,19.9995,220
7.38,29,12.998,56
8.2,29,6.0032,50
9.02,25,8.9981,72
9.02,25,6.0032,80
9.84,21,7.0015,78
9.84,23,0,68
10.66,23,0,71
9.84,35,22.0028,167
8.2,40,16.9979,106
8.2,40,6.0032,70
7.38,40,7.0015,51
8.2,40,0,53
8.2,55,12.998,12
7.38,64,12.998,4
7.38,74,16.9979,1
7.38,74,12.998,1
6.56,74,8.9981,7
6.56,74,6.0032,29
6.56,80,8.9981,83
7.38,74,8.9981,228
9.02,60,8.9981,150
9.84,60,16.9979,66
11.48,52,15.0013,89
13.12,43,11.0014,97
13.94,42,15.0013,87
14.76,40,19.0012,95
14.76,40,19.9995,106
14.76,46,12.998,118
14.76,50,16.9979,228
13.94,53,19.9995,187
13.12,61,16.9979,107
12.3,70,15.0013,70
12.3,70,12.998,44
12.3,75,11.0014,46
12.3,81,7.0015,25
12.3,87,12.998,20
12.3,87,12.998,2
12.3,100,8.9981,3
12.3,100,15.0013,4
12.3,100,19.9995,15
12.3,100,19.9995,45
13.12,93,15.0013,63
13.94,93,12.998,103
16.4,76,15.0013,159
18.86,67,19.0012,190
19.68,59,19.0012,198
18.86,63,19.9995,205
19.68,59,19.9995,204
19.68,59,23.9994,164
19.68,59,22.0028,152
18.86,67,22.0028,89
18.04,77,22.0028,70
18.04,72,22.0028,72
18.04,77,19.9995,44
17.22,77,23.9994,52
16.4,82,19.0012,32
17.22,82,19.9995,11
17.22,88,23.9994,3
17.22,94,23.9994,2
17.22,100,30.0026,5
16.4,100,19.9995,9
17.22,100,19.0012,22
17.22,100,19.9995,31
18.86,94,23.9994,105
18.04,100,15.0013,39
18.04,100,15.0013,7
14.76,100,19.0012,11
13.94,100,19.9995,25
13.12,100,23.9994,23
12.3,100,32.9975,11
11.48,100,27.9993,11
9.84,93,40.9973,7
9.02,100,26.0027,10
9.02,100,27.9993,9
8.2,100,22.0028,4
8.2,100,22.0028,2
8.2,80,39.0007,1
8.2,75,23.9994,1
8.2,75,26.0027,34
8.2,75,27.9993,91
8.2,75,26.0027,211
9.02,64,31.0009,134
9.84,60,19.9995,58
10.66,48,30.0026,60
13.12,36,26.0027,70
13.12,36,27.9993,77
13.94,31,26.0027,96
13.94,31,23.9994,122
13.94,29,23.9994,233
13.12,31,15.0013,233
12.3,33,15.0013,145
12.3,33,11.0014,92
11.48,38,15.0013,54
11.48,48,0,22
10.66,48,6.0032,10
9.84,52,8.9981,4
9.84,52,8.9981,1
9.84,52,6.0032,7
9.02,64,0,2
8.2,69,7.0015,10
7.38,64,8.9981,128
10.66,41,11.0014,151
12.3,33,12.998,71
14.76,25,11.0014,78
14.76,23,0,99
15.58,25,7.0015,98
14.76,18,0,112
15.58,27,11.0014,108
14.76,27,15.0013,248
13.94,27,12.998,235
13.94,31,7.0015,150
12.3,49,12.998,75
12.3,49,15.0013,55
11.48,61,12.998,41
10.66,65,6.0032,9
10.66,52,8.9981,4
9.84,70,6.0032,3
9.84,75,7.0015,2
9.84,81,8.9981,8
9.84,85,7.0015,49
9.84,87,11.0014,141
9.84,87,8.9981,249
10.66,87,16.9979,141
12.3,75,16.9979,57
13.12,76,26.0027,59
13.12,76,16.9979,98
13.12,76,23.9994,99
13.94,76,19.9995,71
14.76,71,19.9995,79
13.94,76,19.9995,194
13.94,76,16.9979,188
13.94,76,22.0028,134
13.12,87,12.998,91
13.12,93,22.0028,62
13.12,93,11.0014,21
13.94,93,12.998,18
13.94,0,16.9979,3
13.94,0,16.9979,2
14.76,0,12.998,3
14.76,0,22.0028,12
15.58,0,15.0013,37
15.58,0,19.0012,44
16.4,0,15.0013,24
16.4,0,11.0014,17
16.4,0,16.9979,11
17.22,0,15.0013,34
18.04,0,19.9995,12
17.22,0,16.9979,21
18.04,0,26.0027,111
18.04,0,23.9994,82
18.04,0,39.0007,56
14.76,0,22.0028,38
14.76,0,15.0013,28
13.94,0,8.9981,34
13.94,0,6.0032,27
13.94,100,6.0032,6
13.94,100,7.0015,8
13.94,100,7.0015,5
13.12,93,6.0032,2
12.3,81,15.0013,7
10.66,81,19.0012,32
10.66,70,12.998,114
11.48,70,16.9979,259
12.3,61,19.0012,156
13.12,57,19.9995,78
13.12,57,19.9995,81
13.94,53,16.9979,111
14.76,53,16.9979,107
14.76,50,23.9994,89
13.94,49,19.9995,113
13.94,49,15.0013,223
13.12,49,22.0028,153
12.3,56,22.0028,118
12.3,56,11.0014,76
12.3,52,16.9979,53
12.3,52,11.0014,64
12.3,52,16.9979,37
10.66,60,8.9981,34
9.84,65,12.998,18
9.84,65,12.998,14
9.84,65,16.9979,7
9.84,65,16.9979,1
9.02,69,12.998,2
9.84,70,12.998,23
10.66,65,11.0014,53
11.48,65,7.0015,101
13.12,66,15.0013,99
13.94,49,22.0028,119
13.94,53,19.0012,158
14.76,51,23.9994,157
16.4,50,30.0026,166
17.22,44,32.9975,182
18.86,41,30.0026,244
17.22,54,11.0014,145
17.22,54,6.0032,112
16.4,58,7.0015,86
15.58,62,0,82
14.76,71,0,63
15.58,62,7.0015,38
14.76,66,8.9981,33
13.94,76,8.9981,23
13.94,66,11.0014,13
14.76,62,8.9981,3
13.94,66,0,2
14.76,62,12.998,10
16.4,50,19.9995,34
16.4,50,27.9993,44
17.22,47,16.9979,122
18.86,38,26.0027,194
18.86,38,26.0027,221
18.86,41,19.9995,250
19.68,39,22.0028,304
18.86,41,26.0027,256
18.04,41,23.9994,241
16.4,43,23.9994,147
14.76,50,23.9994,101
13.12,57,19.9995,77
12.3,56,16.9979,58
12.3,56,22.0028,37
10.66,65,15.0013,28
10.66,65,7.0015,11
10.66,65,6.0032,1
10.66,65,6.0032,1
10.66,65,8.9981,3
9.84,70,8.9981,8
11.48,61,0,88
12.3,56,8.9981,241
13.94,42,16.9979,84
14.76,40,16.9979,71
15.58,37,0,94
15.58,34,0,79
15.58,37,11.0014,101
16.4,35,7.0015,107
15.58,40,12.998,271
14.76,40,7.0015,235
13.94,46,15.0013,129
13.94,46,8.9981,63
13.12,49,7.0015,47
13.12,53,0,19
13.12,53,0,14
12.3,62,6.0032,10
12.3,62,6.0032,3
9.84,75,6.0032,2
9.02,80,12.998,35
9.84,75,11.0014,119
10.66,70,6.0032,282
12.3,70,0,157
13.12,66,12.998,78
13.94,57,15.0013,78
14.76,50,15.0013,102
14.76,57,19.0012,97
15.58,46,19.9995,88
15.58,43,19.0012,90
15.58,46,22.0028,114
14.76,62,19.9995,225
13.94,71,19.0012,152
